algorithm,Makespan,WeightedTardiness,run
adaptFocus,4085.0,12946.0,6.0
adaptFocus,3891.0,31205.0,6.0
adaptFocus,4013.0,16773.0,6.0
adaptFocus,3881.0,33292.0,6.0
adaptFocus,4169.0,11574.0,7.0
adaptFocus,4259.0,10198.0,7.0
adaptFocus,4120.0,11856.0,7.0
adaptFocus,4073.0,12965.0,7.0
adaptFocus,4308.0,9468.0,7.0
adaptFocus,4035.0,14566.0,7.0
adaptFocus,4066.0,13710.0,7.0
adaptFocus,3982.0,17568.0,7.0
adaptFocus,3948.0,18265.0,7.0
adaptFocus,3931.0,21665.0,7.0
adaptFocus,4265.0,9825.0,7.0
adaptFocus,3889.0,25883.0,7.0
adaptFocus,4215.0,10243.0,7.0
adaptFocus,4030.0,14669.0,7.0
adaptFocus,3876.0,33758.0,7.0
adaptFocus,4042.0,14640.0,8.0
adaptFocus,4109.0,12950.0,8.0
adaptFocus,4145.0,11406.0,8.0
adaptFocus,3877.0,28810.0,8.0
adaptFocus,3935.0,20252.0,8.0
adaptFocus,3881.0,28626.0,8.0
adaptFocus,4217.0,9872.0,8.0
adaptFocus,3940.0,19969.0,8.0
adaptFocus,4053.0,13616.0,8.0
adaptFocus,3863.0,30482.0,8.0
adaptFocus,3886.0,30072.0,9.0
adaptFocus,4200.0,10356.0,9.0
adaptFocus,4174.0,10687.0,9.0
adaptFocus,4221.0,10230.0,9.0
adaptFocus,4099.0,12306.0,9.0
adaptFocus,4262.0,9747.0,9.0
adaptFocus,3870.0,31811.0,9.0
adaptFocus,3942.0,20626.0,9.0
adaptFocus,4229.0,10000.0,9.0
adaptFocus,4065.0,14066.0,9.0
adaptFocus,4150.0,11161.0,9.0
adaptFocus,4055.0,15380.0,9.0
adaptFocus,3985.0,18164.0,9.0
adaptFocus,3954.0,19880.0,9.0
adaptFocus,4431.0,9549.0,9.0
adaptFocus,4118.0,11406.0,10.0
adaptFocus,4173.0,10953.0,10.0
adaptFocus,4028.0,15933.0,10.0
adaptFocus,4063.0,13762.0,10.0
adaptFocus,3913.0,23911.0,10.0
adaptFocus,3912.0,24716.0,10.0
adaptFocus,3995.0,18073.0,10.0
adaptFocus,4093.0,12018.0,10.0
adaptFocus,4214.0,9770.0,10.0
adaptFocus,4244.0,9457.0,10.0
adaptFocus,4112.0,11708.0,10.0
adaptFocus,4230.0,9753.0,10.0
adaptFocus,4155.0,11094.0,10.0
adaptFocus,4054.0,14367.0,10.0
adaptFocus,3977.0,21723.0,10.0
adaptFocus,4396.0,9004.0,10.0
adaptFocus,3860.0,29633.0,10.0
adaptFocus,4079.0,13068.0,11.0
adaptFocus,4181.0,11411.0,11.0
adaptFocus,4215.0,10736.0,11.0
adaptFocus,4172.0,11681.0,11.0
adaptFocus,4009.0,16871.0,11.0
adaptFocus,3966.0,17430.0,11.0
adaptFocus,4104.0,12807.0,11.0
adaptFocus,4148.0,11773.0,11.0
adaptFocus,4031.0,15163.0,11.0
adaptFocus,4088.0,12828.0,11.0
adaptFocus,4026.0,16310.0,11.0
adaptFocus,4256.0,10033.0,11.0
adaptFocus,4127.0,12148.0,11.0
adaptFocus,4303.0,9885.0,11.0
adaptFocus,3951.0,20947.0,11.0
adaptFocus,3903.0,25705.0,11.0
adaptFocus,4217.0,10688.0,11.0
adaptFocus,4028.0,15696.0,11.0
adaptFocus,4034.0,15128.0,11.0
adaptFocus,4396.0,9657.0,11.0
adaptFocus,3868.0,31392.0,11.0
adaptFocus,4185.0,10757.0,12.0
adaptFocus,4219.0,9761.0,12.0
adaptFocus,4094.0,12282.0,12.0
adaptFocus,4115.0,11853.0,12.0
adaptFocus,4274.0,9401.0,12.0
adaptFocus,4164.0,11068.0,12.0
adaptFocus,4272.0,9476.0,12.0
adaptFocus,4133.0,11392.0,12.0
adaptFocus,4135.0,11283.0,12.0
adaptFocus,4267.0,9697.0,12.0
adaptFocus,4138.0,11199.0,12.0
adaptFocus,4312.0,9262.0,12.0
adaptFocus,3925.0,25242.0,12.0
adaptFocus,3899.0,28388.0,12.0
adaptFocus,4090.0,13587.0,12.0
adaptFocus,4092.0,12903.0,12.0
adaptFocus,3966.0,19908.0,12.0
adaptFocus,3963.0,22335.0,12.0
adaptFocus,4431.0,9223.0,12.0
adaptFocus,3878.0,31346.0,12.0
adaptFocus,4043.0,14597.0,13.0
adaptFocus,4157.0,12359.0,13.0
adaptFocus,4176.0,10968.0,13.0
adaptFocus,4077.0,13620.0,13.0
adaptFocus,3912.0,22920.0,13.0
adaptFocus,3890.0,28765.0,13.0
adaptFocus,4041.0,15670.0,13.0
adaptFocus,4092.0,12674.0,13.0
adaptFocus,4266.0,10510.0,13.0
adaptFocus,4124.0,12629.0,13.0
adaptFocus,3951.0,20555.0,13.0
adaptFocus,4011.0,16894.0,13.0
adaptFocus,4225.0,10912.0,13.0
adaptFocus,3977.0,20465.0,13.0
adaptFocus,3866.0,30986.0,13.0
adaptFocus,4074.0,12546.0,14.0
adaptFocus,4150.0,11487.0,14.0
adaptFocus,4055.0,13668.0,14.0
adaptFocus,4214.0,10213.0,14.0
adaptFocus,4275.0,9755.0,14.0
adaptFocus,4254.0,9768.0,14.0
adaptFocus,4181.0,11182.0,14.0
adaptFocus,3928.0,22298.0,14.0
adaptFocus,3876.0,31802.0,14.0
adaptFocus,4211.0,10817.0,14.0
adaptFocus,4242.0,10169.0,14.0
adaptFocus,4290.0,9704.0,14.0
adaptFocus,4057.0,13613.0,14.0
adaptFocus,4136.0,12032.0,14.0
adaptFocus,4005.0,20257.0,14.0
adaptFocus,3931.0,22061.0,14.0
adaptFocus,4428.0,9403.0,14.0
adaptFocus,3874.0,34541.0,14.0
adaptFocus,4101.0,13078.0,15.0
adaptFocus,4124.0,12662.0,15.0
adaptFocus,4214.0,10174.0,15.0
adaptFocus,4043.0,14622.0,15.0
adaptFocus,4198.0,11307.0,15.0
adaptFocus,4277.0,9784.0,15.0
adaptFocus,4153.0,11846.0,15.0
adaptFocus,3907.0,23798.0,15.0
adaptFocus,4125.0,12499.0,15.0
adaptFocus,4261.0,10039.0,15.0
adaptFocus,3922.0,21616.0,15.0
adaptFocus,4135.0,12439.0,15.0
adaptFocus,4033.0,16906.0,15.0
adaptFocus,4072.0,13243.0,15.0
adaptFocus,4003.0,19367.0,15.0
adaptFocus,4013.0,17355.0,15.0
adaptFocus,3876.0,31171.0,15.0
anytime,4375.0,8961.0,1.0
anytime,4162.0,10516.0,1.0
anytime,4074.0,14413.0,1.0
anytime,4046.0,15257.0,1.0
anytime,3922.0,25188.0,1.0
anytime,3919.0,26309.0,1.0
anytime,3907.0,27566.0,1.0
anytime,3925.0,25152.0,1.0
anytime,4281.0,9273.0,1.0
anytime,4152.0,10810.0,1.0
anytime,4228.0,9590.0,1.0
anytime,4203.0,10081.0,1.0
anytime,3885.0,29621.0,1.0
anytime,4075.0,13485.0,2.0
anytime,4225.0,10064.0,2.0
anytime,4049.0,14672.0,2.0
anytime,4380.0,9297.0,2.0
anytime,4191.0,10657.0,2.0
anytime,4070.0,13695.0,2.0
anytime,4281.0,9531.0,2.0
anytime,4335.0,9366.0,2.0
anytime,4192.0,10632.0,2.0
anytime,4085.0,13403.0,2.0
anytime,3887.0,30871.0,2.0
anytime,4306.0,9485.0,2.0
anytime,4215.0,10499.0,2.0
anytime,4132.0,12752.0,2.0
anytime,3886.0,31143.0,2.0
anytime,3931.0,24427.0,3.0
anytime,4250.0,9764.0,3.0
anytime,3960.0,20444.0,3.0
anytime,3955.0,23351.0,3.0
anytime,4076.0,12302.0,3.0
anytime,4090.0,12078.0,3.0
anytime,4319.0,9561.0,3.0
anytime,4112.0,11302.0,3.0
anytime,3983.0,19488.0,3.0
anytime,4179.0,10164.0,3.0
anytime,3866.0,29023.0,3.0
anytime,4121.0,11167.0,3.0
anytime,4138.0,10847.0,3.0
anytime,4422.0,9401.0,3.0
anytime,3909.0,23204.0,4.0
anytime,4155.0,11777.0,4.0
anytime,4034.0,15829.0,4.0
anytime,4270.0,9659.0,4.0
anytime,4392.0,9329.0,4.0
anytime,4262.0,9811.0,4.0
anytime,3894.0,25185.0,4.0
anytime,3908.0,23420.0,4.0
anytime,4306.0,9564.0,4.0
anytime,3870.0,29865.0,4.0
anytime,4197.0,10817.0,4.0
anytime,3907.0,23540.0,4.0
anytime,3889.0,25338.0,4.0
anytime,4201.0,10749.0,4.0
anytime,4282.0,9733.0,5.0
anytime,3915.0,26912.0,5.0
anytime,4210.0,10592.0,5.0
anytime,4361.0,9324.0,5.0
anytime,4098.0,12667.0,5.0
anytime,3959.0,21958.0,5.0
anytime,4093.0,13140.0,5.0
anytime,3890.0,30025.0,5.0
anytime,4130.0,11952.0,5.0
anytime,4226.0,10428.0,5.0
anytime,4330.0,9420.0,5.0
anytime,3883.0,31042.0,5.0
anytime,4406.0,9261.0,5.0
anytime,3880.0,32850.0,6.0
anytime,4005.0,17002.0,6.0
anytime,3949.0,28591.0,6.0
anytime,3877.0,33393.0,6.0
anytime,3888.0,31373.0,6.0
anytime,4162.0,11637.0,6.0
anytime,4357.0,9622.0,6.0
anytime,4148.0,11921.0,6.0
anytime,3892.0,31208.0,6.0
anytime,4245.0,10551.0,6.0
anytime,3953.0,28317.0,6.0
anytime,4134.0,12364.0,6.0
anytime,4239.0,10575.0,6.0
anytime,3897.0,30983.0,6.0
anytime,4159.0,11729.0,6.0
anytime,4245.0,9941.0,7.0
anytime,4109.0,11896.0,7.0
anytime,4008.0,18347.0,7.0
anytime,4052.0,13751.0,7.0
anytime,4207.0,10437.0,7.0
anytime,3880.0,29032.0,7.0
anytime,4220.0,10281.0,7.0
anytime,3869.0,29259.0,7.0
anytime,4128.0,11649.0,7.0
anytime,4288.0,9804.0,7.0
anytime,3903.0,27952.0,7.0
anytime,4127.0,11693.0,7.0
anytime,3901.0,28752.0,7.0
anytime,4186.0,11175.0,7.0
anytime,4461.0,9782.0,7.0
anytime,3878.0,28132.0,8.0
anytime,4089.0,12557.0,8.0
anytime,4168.0,12096.0,8.0
anytime,4071.0,12678.0,8.0
anytime,4062.0,13065.0,8.0
anytime,4396.0,10313.0,8.0
anytime,4285.0,10547.0,8.0
anytime,4238.0,11015.0,8.0
anytime,4248.0,10934.0,8.0
anytime,3869.0,29555.0,8.0
anytime,3873.0,28933.0,8.0
anytime,4216.0,11361.0,8.0
anytime,3863.0,30355.0,8.0
anytime,4188.0,10257.0,9.0
anytime,4136.0,11153.0,9.0
anytime,4200.0,10181.0,9.0
anytime,4266.0,9474.0,9.0
anytime,4130.0,11349.0,9.0
anytime,4216.0,10022.0,9.0
anytime,3872.0,33313.0,9.0
anytime,3893.0,27446.0,9.0
anytime,4142.0,11025.0,9.0
anytime,3887.0,28199.0,9.0
anytime,3901.0,27029.0,9.0
anytime,3860.0,29015.0,10.0
anytime,4186.0,10249.0,10.0
anytime,3980.0,23977.0,10.0
anytime,4143.0,10810.0,10.0
anytime,4027.0,20170.0,10.0
anytime,4275.0,9272.0,10.0
anytime,4269.0,9399.0,10.0
anytime,4139.0,11195.0,10.0
anytime,4291.0,9164.0,10.0
anytime,4113.0,11441.0,10.0
anytime,4164.0,10703.0,10.0
anytime,4173.0,10636.0,10.0
anytime,4396.0,9004.0,10.0
anytime,3858.0,30946.0,11.0
anytime,4251.0,10264.0,11.0
anytime,4258.0,10223.0,11.0
anytime,4331.0,9799.0,11.0
anytime,3875.0,29347.0,11.0
anytime,4289.0,10011.0,11.0
anytime,4120.0,12536.0,11.0
anytime,3860.0,30799.0,11.0
anytime,4310.0,9875.0,11.0
anytime,4154.0,12112.0,11.0
anytime,3876.0,29228.0,11.0
anytime,4396.0,9657.0,11.0
anytime,3906.0,26950.0,12.0
anytime,4302.0,9344.0,12.0
anytime,4225.0,9769.0,12.0
anytime,4269.0,9406.0,12.0
anytime,3899.0,29213.0,12.0
anytime,3873.0,31126.0,12.0
anytime,4201.0,10045.0,12.0
anytime,4282.0,9400.0,12.0
anytime,4253.0,9714.0,12.0
anytime,4143.0,11173.0,12.0
anytime,3879.0,30631.0,12.0
anytime,4431.0,9223.0,12.0
anytime,4274.0,9850.0,13.0
anytime,4145.0,11655.0,13.0
anytime,4169.0,11158.0,13.0
anytime,3861.0,30271.0,13.0
anytime,3865.0,30248.0,13.0
anytime,4241.0,10228.0,13.0
anytime,4254.0,10125.0,13.0
anytime,4156.0,11606.0,13.0
anytime,4058.0,14517.0,13.0
anytime,4026.0,18836.0,13.0
anytime,3872.0,29818.0,13.0
anytime,3868.0,30247.0,13.0
anytime,4152.0,10656.0,14.0
anytime,3923.0,25248.0,14.0
anytime,4135.0,10924.0,14.0
anytime,4408.0,9349.0,14.0
anytime,4231.0,9954.0,14.0
anytime,4098.0,12581.0,14.0
anytime,4326.0,9589.0,14.0
anytime,4230.0,10193.0,14.0
anytime,4087.0,13286.0,14.0
anytime,3874.0,34365.0,14.0
anytime,3899.0,26824.0,14.0
anytime,3949.0,26752.0,15.0
anytime,4064.0,14868.0,15.0
anytime,4009.0,15876.0,15.0
anytime,3864.0,28924.0,15.0
anytime,3869.0,28794.0,15.0
anytime,4163.0,11222.0,15.0
anytime,4005.0,16766.0,15.0
anytime,4255.0,9796.0,15.0
anytime,4226.0,10008.0,15.0
anytime,4154.0,11527.0,15.0
anytime,4177.0,10962.0,15.0
anytimeRestart,3962.0,22868.0,1.0
anytimeRestart,3911.0,28804.0,1.0
anytimeRestart,4187.0,12349.0,1.0
anytimeRestart,4049.0,13742.0,1.0
anytimeRestart,4205.0,11038.0,1.0
anytimeRestart,3937.0,28108.0,1.0
anytimeRestart,4391.0,9554.0,1.0
anytimeRestart,3973.0,19779.0,1.0
anytimeRestart,4270.0,10186.0,1.0
anytimeRestart,3942.0,23625.0,1.0
anytimeRestart,3907.0,29433.0,1.0
anytimeRestart,4117.0,13186.0,1.0
anytimeRestart,3941.0,23813.0,1.0
anytimeRestart,3992.0,17100.0,1.0
anytimeRestart,4181.0,12452.0,1.0
anytimeRestart,4210.0,10527.0,1.0
anytimeRestart,3925.0,28288.0,1.0
anytimeRestart,3885.0,29710.0,1.0
anytimeRestart,4453.0,8961.0,1.0
anytimeRestart,3994.0,17385.0,2.0
anytimeRestart,4386.0,10399.0,2.0
anytimeRestart,3973.0,18565.0,2.0
anytimeRestart,4023.0,15510.0,2.0
anytimeRestart,3922.0,29772.0,2.0
anytimeRestart,4066.0,14609.0,2.0
anytimeRestart,4186.0,10749.0,2.0
anytimeRestart,4253.0,10525.0,2.0
anytimeRestart,4010.0,16976.0,2.0
anytimeRestart,3940.0,21619.0,2.0
anytimeRestart,3886.0,31143.0,2.0
anytimeRestart,4430.0,9310.0,2.0
anytimeRestart,4193.0,11273.0,3.0
anytimeRestart,4035.0,15657.0,3.0
anytimeRestart,3941.0,21689.0,3.0
anytimeRestart,3923.0,25974.0,3.0
anytimeRestart,3984.0,20648.0,3.0
anytimeRestart,4061.0,14046.0,3.0
anytimeRestart,4007.0,18926.0,3.0
anytimeRestart,3965.0,21397.0,3.0
anytimeRestart,3912.0,26839.0,3.0
anytimeRestart,4051.0,14439.0,3.0
anytimeRestart,4273.0,10569.0,3.0
anytimeRestart,3936.0,25233.0,3.0
anytimeRestart,4093.0,13825.0,3.0
anytimeRestart,3898.0,29859.0,3.0
anytimeRestart,4013.0,18207.0,3.0
anytimeRestart,3868.0,30021.0,3.0
anytimeRestart,4422.0,9401.0,3.0
anytimeRestart,4315.0,10271.0,4.0
anytimeRestart,4208.0,11022.0,4.0
anytimeRestart,3939.0,21649.0,4.0
anytimeRestart,4011.0,18597.0,4.0
anytimeRestart,3942.0,20720.0,4.0
anytimeRestart,4074.0,14765.0,4.0
anytimeRestart,3930.0,28225.0,4.0
anytimeRestart,4057.0,15109.0,4.0
anytimeRestart,3920.0,29239.0,4.0
anytimeRestart,4079.0,13424.0,4.0
anytimeRestart,3966.0,18753.0,4.0
anytimeRestart,3870.0,30007.0,4.0
anytimeRestart,4392.0,9396.0,4.0
anytimeRestart,4095.0,13721.0,5.0
anytimeRestart,4167.0,11476.0,5.0
anytimeRestart,3951.0,20080.0,5.0
anytimeRestart,3911.0,29225.0,5.0
anytimeRestart,4015.0,16393.0,5.0
anytimeRestart,4331.0,10136.0,5.0
anytimeRestart,4135.0,12161.0,5.0
anytimeRestart,3938.0,23790.0,5.0
anytimeRestart,4257.0,10337.0,5.0
anytimeRestart,4058.0,16278.0,5.0
anytimeRestart,3976.0,18750.0,5.0
anytimeRestart,3883.0,31295.0,5.0
anytimeRestart,4406.0,9261.0,5.0
anytimeRestart,3960.0,22470.0,6.0
anytimeRestart,4025.0,16295.0,6.0
anytimeRestart,3925.0,25586.0,6.0
anytimeRestart,4063.0,14174.0,6.0
anytimeRestart,3985.0,20031.0,6.0
anytimeRestart,3953.0,23942.0,6.0
anytimeRestart,3962.0,21974.0,6.0
anytimeRestart,4107.0,13497.0,6.0
anytimeRestart,4181.0,11973.0,6.0
anytimeRestart,4015.0,19851.0,6.0
anytimeRestart,4237.0,9923.0,6.0
anytimeRestart,3973.0,21429.0,6.0
anytimeRestart,4154.0,12324.0,6.0
anytimeRestart,3881.0,33292.0,6.0
anytimeRestart,3988.0,18416.0,7.0
anytimeRestart,4248.0,10626.0,7.0
anytimeRestart,4040.0,16810.0,7.0
anytimeRestart,4094.0,13455.0,7.0
anytimeRestart,3931.0,32871.0,7.0
anytimeRestart,3981.0,18424.0,7.0
anytimeRestart,3932.0,28392.0,7.0
anytimeRestart,4186.0,10709.0,7.0
anytimeRestart,3947.0,22566.0,7.0
anytimeRestart,4263.0,9502.0,7.0
anytimeRestart,4133.0,11120.0,7.0
anytimeRestart,3960.0,20825.0,7.0
anytimeRestart,3876.0,33758.0,7.0
anytimeRestart,4130.0,12064.0,8.0
anytimeRestart,3941.0,22269.0,8.0
anytimeRestart,4222.0,11504.0,8.0
anytimeRestart,4379.0,9379.0,8.0
anytimeRestart,4044.0,15140.0,8.0
anytimeRestart,4242.0,10014.0,8.0
anytimeRestart,3974.0,20307.0,8.0
anytimeRestart,4027.0,15705.0,8.0
anytimeRestart,4010.0,19243.0,8.0
anytimeRestart,3924.0,24186.0,8.0
anytimeRestart,4288.0,9930.0,8.0
anytimeRestart,4139.0,11876.0,8.0
anytimeRestart,3863.0,30482.0,8.0
anytimeRestart,4140.0,13257.0,9.0
anytimeRestart,4081.0,14353.0,9.0
anytimeRestart,3935.0,20518.0,9.0
anytimeRestart,3924.0,24962.0,9.0
anytimeRestart,3910.0,26844.0,9.0
anytimeRestart,4260.0,10861.0,9.0
anytimeRestart,4016.0,19308.0,9.0
anytimeRestart,4142.0,12066.0,9.0
anytimeRestart,4335.0,10204.0,9.0
anytimeRestart,4019.0,16440.0,9.0
anytimeRestart,4211.0,11484.0,9.0
anytimeRestart,4044.0,14458.0,9.0
anytimeRestart,3872.0,33574.0,9.0
anytimeRestart,4431.0,9549.0,9.0
anytimeRestart,4178.0,12211.0,10.0
anytimeRestart,4008.0,15588.0,10.0
anytimeRestart,4007.0,17452.0,10.0
anytimeRestart,4191.0,11250.0,10.0
anytimeRestart,3924.0,27189.0,10.0
anytimeRestart,4377.0,9501.0,10.0
anytimeRestart,3934.0,23831.0,10.0
anytimeRestart,4116.0,13662.0,10.0
anytimeRestart,4277.0,10012.0,10.0
anytimeRestart,4226.0,10533.0,10.0
anytimeRestart,4273.0,10516.0,10.0
anytimeRestart,3978.0,18243.0,10.0
anytimeRestart,3983.0,17599.0,10.0
anytimeRestart,4050.0,15256.0,10.0
anytimeRestart,3962.0,19671.0,10.0
anytimeRestart,3860.0,29633.0,10.0
anytimeRestart,4396.0,9004.0,10.0
anytimeRestart,3995.0,17032.0,11.0
anytimeRestart,4071.0,15750.0,11.0
anytimeRestart,3971.0,20019.0,11.0
anytimeRestart,4152.0,10756.0,11.0
anytimeRestart,3932.0,25220.0,11.0
anytimeRestart,4084.0,13908.0,11.0
anytimeRestart,4107.0,13523.0,11.0
anytimeRestart,3943.0,20964.0,11.0
anytimeRestart,3868.0,31392.0,11.0
anytimeRestart,4396.0,9657.0,11.0
anytimeRestart,4084.0,15404.0,12.0
anytimeRestart,4012.0,15828.0,12.0
anytimeRestart,3964.0,23045.0,12.0
anytimeRestart,4417.0,9326.0,12.0
anytimeRestart,3927.0,29336.0,12.0
anytimeRestart,4218.0,11017.0,12.0
anytimeRestart,3937.0,26787.0,12.0
anytimeRestart,3958.0,25025.0,12.0
anytimeRestart,4287.0,10386.0,12.0
anytimeRestart,4171.0,12047.0,12.0
anytimeRestart,3920.0,29757.0,12.0
anytimeRestart,3974.0,19112.0,12.0
anytimeRestart,3960.0,23920.0,12.0
anytimeRestart,4086.0,14144.0,12.0
anytimeRestart,3878.0,31346.0,12.0
anytimeRestart,4431.0,9223.0,12.0
anytimeRestart,4149.0,12542.0,13.0
anytimeRestart,3961.0,20800.0,13.0
anytimeRestart,3966.0,18650.0,13.0
anytimeRestart,4006.0,17505.0,13.0
anytimeRestart,4139.0,13272.0,13.0
anytimeRestart,3922.0,27106.0,13.0
anytimeRestart,4057.0,14579.0,13.0
anytimeRestart,4214.0,10378.0,13.0
anytimeRestart,4045.0,17341.0,13.0
anytimeRestart,3925.0,26014.0,13.0
anytimeRestart,4162.0,12143.0,13.0
anytimeRestart,3866.0,30986.0,13.0
anytimeRestart,4021.0,15810.0,14.0
anytimeRestart,4251.0,10054.0,14.0
anytimeRestart,4207.0,11083.0,14.0
anytimeRestart,3998.0,16535.0,14.0
anytimeRestart,3963.0,23964.0,14.0
anytimeRestart,4314.0,9254.0,14.0
anytimeRestart,4141.0,12557.0,14.0
anytimeRestart,3965.0,20251.0,14.0
anytimeRestart,3923.0,25329.0,14.0
anytimeRestart,4186.0,11689.0,14.0
anytimeRestart,3905.0,28644.0,14.0
anytimeRestart,4046.0,14926.0,14.0
anytimeRestart,3999.0,16194.0,14.0
anytimeRestart,4100.0,13889.0,14.0
anytimeRestart,3975.0,19740.0,14.0
anytimeRestart,3874.0,34541.0,14.0
anytimeRestart,3948.0,25806.0,15.0
anytimeRestart,4024.0,15602.0,15.0
anytimeRestart,3971.0,18102.0,15.0
anytimeRestart,4116.0,12430.0,15.0
anytimeRestart,4290.0,9298.0,15.0
anytimeRestart,4065.0,14637.0,15.0
anytimeRestart,3924.0,27780.0,15.0
anytimeRestart,3952.0,21203.0,15.0
anytimeRestart,4237.0,10865.0,15.0
anytimeRestart,4053.0,15084.0,15.0
anytimeRestart,3918.0,27956.0,15.0
anytimeRestart,4170.0,11306.0,15.0
anytimeRestart,3876.0,31171.0,15.0
double,4007.0,17967.0,1.0
double,4047.0,15343.0,1.0
double,4099.0,12291.0,1.0
double,4105.0,11948.0,1.0
double,4158.0,10923.0,1.0
double,4190.0,10294.0,1.0
double,4228.0,9629.0,1.0
double,4248.0,9527.0,1.0
double,4314.0,9091.0,1.0
double,4330.0,9034.0,1.0
double,4148.0,11195.0,1.0
double,4108.0,11862.0,1.0
double,4074.0,13112.0,1.0
double,3948.0,20758.0,1.0
double,3934.0,23113.0,1.0
double,3921.0,23666.0,1.0
double,3933.0,23606.0,1.0
double,3900.0,27820.0,1.0
double,3885.0,29436.0,1.0
double,4453.0,8961.0,1.0
double,4046.0,14468.0,2.0
double,4081.0,13397.0,2.0
double,4102.0,12638.0,2.0
double,4132.0,11925.0,2.0
double,4214.0,10728.0,2.0
double,4306.0,9485.0,2.0
double,4335.0,9366.0,2.0
double,4241.0,10169.0,2.0
double,4167.0,11580.0,2.0
double,4037.0,17480.0,2.0
double,3976.0,19832.0,2.0
double,3949.0,22682.0,2.0
double,3898.0,28345.0,2.0
double,4430.0,9310.0,2.0
double,3886.0,31143.0,2.0
double,3985.0,21512.0,3.0
double,3991.0,20581.0,3.0
double,4011.0,17404.0,3.0
double,4081.0,12829.0,3.0
double,4097.0,11956.0,3.0
double,4106.0,11739.0,3.0
double,4140.0,10874.0,3.0
double,4159.0,10528.0,3.0
double,4189.0,9971.0,3.0
double,4268.0,9756.0,3.0
double,4274.0,9712.0,3.0
double,4319.0,9561.0,3.0
double,4000.0,17747.0,3.0
double,3949.0,22163.0,3.0
double,3911.0,26783.0,3.0
double,3872.0,29525.0,3.0
double,4422.0,9401.0,3.0
double,3868.0,30021.0,3.0
double,3928.0,20436.0,4.0
double,3936.0,19922.0,4.0
double,4133.0,13211.0,4.0
double,4217.0,10228.0,4.0
double,4270.0,9659.0,4.0
double,4313.0,9505.0,4.0
double,4080.0,15316.0,4.0
double,4048.0,17037.0,4.0
double,3975.0,18602.0,4.0
double,3870.0,29865.0,4.0
double,4392.0,9396.0,4.0
double,3943.0,24285.0,5.0
double,3967.0,22770.0,5.0
double,4112.0,12952.0,5.0
double,4126.0,12081.0,5.0
double,4131.0,11887.0,5.0
double,4135.0,11780.0,5.0
double,4164.0,11061.0,5.0
double,4158.0,11480.0,5.0
double,4234.0,10318.0,5.0
double,4292.0,9619.0,5.0
double,4309.0,9385.0,5.0
double,4224.0,10594.0,5.0
double,4102.0,13563.0,5.0
double,4062.0,16032.0,5.0
double,4015.0,18434.0,5.0
double,4029.0,18387.0,5.0
double,3883.0,31042.0,5.0
double,4406.0,9261.0,5.0
double,3956.0,20660.0,6.0
double,3957.0,20129.0,6.0
double,3999.0,18859.0,6.0
double,4005.0,18175.0,6.0
double,4032.0,16246.0,6.0
double,4036.0,16149.0,6.0
double,4097.0,13364.0,6.0
double,4128.0,12298.0,6.0
double,4172.0,11509.0,6.0
double,4193.0,10907.0,6.0
double,4198.0,10789.0,6.0
double,4246.0,10090.0,6.0
double,4270.0,9822.0,6.0
double,4324.0,9616.0,6.0
double,4058.0,14427.0,6.0
double,3894.0,29925.0,6.0
double,3883.0,32916.0,6.0
double,3881.0,33240.0,6.0
double,3991.0,18028.0,7.0
double,4034.0,14168.0,7.0
double,4096.0,12376.0,7.0
double,4197.0,10575.0,7.0
double,4274.0,9923.0,7.0
double,4282.0,9851.0,7.0
double,4374.0,9772.0,7.0
double,4023.0,16800.0,7.0
double,3998.0,17364.0,7.0
double,3961.0,19071.0,7.0
double,3875.0,29255.0,7.0
double,3883.0,29024.0,7.0
double,3968.0,21050.0,8.0
double,3979.0,17191.0,8.0
double,3981.0,17151.0,8.0
double,3988.0,16959.0,8.0
double,4007.0,16346.0,8.0
double,4030.0,15232.0,8.0
double,4035.0,14938.0,8.0
double,4101.0,12840.0,8.0
double,4110.0,12653.0,8.0
double,4241.0,11029.0,8.0
double,4313.0,10397.0,8.0
double,4272.0,10522.0,8.0
double,4154.0,11605.0,8.0
double,4095.0,13029.0,8.0
double,4057.0,14048.0,8.0
double,3957.0,22179.0,8.0
double,3889.0,27528.0,8.0
double,3877.0,28810.0,8.0
double,3863.0,30355.0,8.0
double,4000.0,18951.0,9.0
double,4029.0,15377.0,9.0
double,4042.0,14999.0,9.0
double,4074.0,13331.0,9.0
double,4145.0,11587.0,9.0
double,4167.0,11277.0,9.0
double,4191.0,10903.0,9.0
double,4309.0,9721.0,9.0
double,4338.0,9665.0,9.0
double,4072.0,13919.0,9.0
double,4024.0,17074.0,9.0
double,3917.0,24329.0,9.0
double,3907.0,25414.0,9.0
double,3876.0,32278.0,9.0
double,3872.0,33313.0,9.0
double,4431.0,9549.0,9.0
double,3959.0,22424.0,10.0
double,3973.0,22173.0,10.0
double,4056.0,13435.0,10.0
double,4058.0,13146.0,10.0
double,4079.0,12850.0,10.0
double,4093.0,12532.0,10.0
double,4140.0,11176.0,10.0
double,4197.0,10357.0,10.0
double,4240.0,9672.0,10.0
double,4293.0,9220.0,10.0
double,3908.0,24220.0,10.0
double,3881.0,26083.0,10.0
double,3854.0,28161.0,10.0
double,4396.0,9004.0,10.0
double,3991.0,19356.0,11.0
double,4082.0,13791.0,11.0
double,4104.0,13117.0,11.0
